"DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Mocodes","Vict Age","Vict Sex","Vict Descent","Premis Cd","Premis Desc","Weapon Used Cd","Weapon Desc","Status","Status Desc","Crm Cd 1","Crm Cd 2","Crm Cd 3","Crm Cd 4","LOCATION","Cross Street","LAT","LON"
"232105190","02/03/2023 12:00:00 AM","02/03/2023 12:00:00 AM","0800","21","Topanga","2146","2","354","THEFT OF IDENTITY","1822 0922","23","F","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","7000    JORDAN                       AV","","34.1974","-118.6029"
"231705414","02/04/2023 12:00:00 AM","02/04/2023 12:00:00 AM","1945","17","Devonshire","1794","1","350","THEFT, PERSON","2000 1814 0913 0344","21","F","H","101","STREET","","","IC","Invest Cont","350","","","","AMIGO","CHASE","34.2246","-118.5378"
"231305838","02/04/2023 12:00:00 AM","02/04/2023 12:00:00 AM","1710","13","Newton","1303","2","624","BATTERY - SIMPLE ASSAULT","0416 1822 1300 0444 0446","52","F","H","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","1200 E  OLYMPIC                      BL","","34.0335","-118.2459"
"231605364","02/11/2023 12:00:00 AM","02/10/2023 12:00:00 AM","2120","16","Foothill","1685","2","903","CONTEMPT OF COURT","2038 0561 2004","55","F","O","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","903","","","","7800    TROOST                       AV","","34.2121","-118.3867"
"231405541","02/07/2023 12:00:00 AM","02/06/2023 12:00:00 AM","2140","14","Pacific","1409","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 1300","28","M","B","101","STREET","","","IC","Invest Cont","420","","","","3700    CARDIFF                      AV","","34.0272","-118.3977"
"230505090","01/30/2023 12:00:00 AM","01/24/2023 12:00:00 AM","0325","05","Harbor","0507","1","330","BURGLARY FROM VEHICLE","0386 0352 1300 1309 0344 1601","28","F","H","101","STREET","","","IC","Invest Cont","330","","","","1400 W  227TH                        ST","","33.8201","-118.3015"
"230106699","02/10/2023 12:00:00 AM","01/26/2023 12:00:00 AM","1045","01","Central","0148","2","624","BATTERY - SIMPLE ASSAULT","1822 0448 0419 0416 2004","55","F","W","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","400    TOWNE                        AV","","34.0444","-118.2407"
"230107047","02/15/2023 12:00:00 AM","01/31/2023 12:00:00 AM","1645","01","Central","0128","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0394","21","M","O","145","MAIL BOX","","","IC","Invest Cont","341","","","","300 E  2ND                          ST","","34.0498","-118.24"
"231206344","02/07/2023 12:00:00 AM","02/07/2023 12:00:00 AM","1015","12","77th Street","1233","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1300 0344 1822 0385","51","M","B","101","STREET","","","IC","Invest Cont","331","","","","6100 S  HOBART                       BL","","33.9838","-118.3079"
"232104718","01/20/2023 12:00:00 AM","01/20/2023 12:00:00 AM","0513","21","Topanga","2175","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","0448 0444 1813 2000","25","F","A","108","PARKING LOT","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","22600    VENTURA                      BL","","34.1674","-118.6188"
"230605836","02/12/2023 12:00:00 AM","02/12/2023 12:00:00 AM","1344","06","Hollywood","0666","2","625","OTHER ASSAULT","0319 2004 1822 0447 0400","55","F","W","101","STREET","306","ROCK/THROWN OBJECT","IC","Invest Cont","625","","","","6500    HOMEWOOD                     AV","","34.0952","-118.331"
"231206270","02/07/2023 12:00:00 AM","02/07/2023 12:00:00 AM","1045","12","77th Street","1269","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1822 1402 0416","66","M","B","104","DRIVEWAY","304","CLUB/BAT","IC","Invest Cont","230","","","","800 E  83RD                         ST","","33.9638","-118.2608"
"231104702","01/19/2023 12:00:00 AM","01/18/2023 12:00:00 AM","1115","11","Northeast","1128","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344","0","X","X","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","341","","","","1000    CRESTHAVEN                   DR","","34.1245","-118.1787"
"230306897","02/24/2023 12:00:00 AM","02/24/2023 12:00:00 AM","2145","03","Southwest","0396","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0216 0329 1822","39","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","745","","","","800 W  43RD                         ST","","34.0055","-118.2872"
"230206702","02/27/2023 12:00:00 AM","02/24/2023 12:00:00 AM","1330","02","Rampart","0257","1","310","BURGLARY","1822 1602","0","X","X","412","ELECTRONICS STORE (IE:RADIO SHACK, ETC.)","","","IC","Invest Cont","310","","","","1300    SHATTO                       ST","","34.0546","-118.2662"
"230906112","02/25/2023 12:00:00 AM","02/23/2023 12:00:00 AM","1530","09","Van Nuys","0935","1","648","ARSON","2004 1501","0","M","O","726","POLICE FACILITY","506","FIRE","AA","Adult Arrest","648","","","","6200    SYLMAR                       AV","","34.1837","-118.4465"
"230806193","02/07/2023 12:00:00 AM","02/07/2023 12:00:00 AM","1445","08","West LA","0884","2","354","THEFT OF IDENTITY","0922 0930 1822","42","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","11100 W  PICO                         BL","","34.037","-118.4351"
"231906660","03/06/2023 12:00:00 AM","03/01/2023 12:00:00 AM","1300","19","Mission","1921","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","","0","","","101","STREET","","","IC","Invest Cont","420","","","","15300    RYAN                         ST","","34.2985","-118.4687"
"230806611","02/21/2023 12:00:00 AM","02/21/2023 12:00:00 AM","1330","08","West LA","0838","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1822 0329 1300","27","F","W","101","STREET","","","IC","Invest Cont","740","","","","GAYLEY","WEYBURN","34.062","-118.448"
"230204667","01/17/2023 12:00:00 AM","01/16/2023 12:00:00 AM","1200","02","Rampart","0271","2","624","BATTERY - SIMPLE ASSAULT","0400 0448 0913 1202 1210","67","M","H","510","NURSING/CONVALESCENT/RETIREMENT HOME","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","900 S  LAKE                         ST","","34.0539","-118.2799"
"232006563","03/02/2023 12:00:00 AM","03/02/2023 12:00:00 AM","1630","20","Olympic","2097","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","1800 W  WASHINGTON                   BL","","34.04","-118.2974"
"230205185","01/28/2023 12:00:00 AM","01/28/2023 12:00:00 AM","1050","02","Rampart","0246","2","624","BATTERY - SIMPLE ASSAULT","1822 0416 0400 0432","38","F","H","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","ALVARADO","WILSHIRE","34.0579","-118.2759"
"230705633","02/06/2023 12:00:00 AM","02/04/2023 12:00:00 AM","0930","07","Wilshire","0721","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1307","34","M","C","101","STREET","","","IC","Invest Cont","740","","","","300 S  SAN VICENTE                  BL","","34.0735","-118.3777"
"231405680","02/09/2023 12:00:00 AM","02/09/2023 12:00:00 AM","1110","14","Pacific","1487","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1300","34","M","B","108","PARKING LOT","200","KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont","740","","","","8700 S  SEPULVEDA                    BL","","33.958","-118.3962"
"230505164","02/01/2023 12:00:00 AM","01/30/2023 12:00:00 AM","0738","05","Harbor","0507","2","900","VIOLATION OF COURT ORDER","0913 2038","27","F","H","203","OTHER BUSINESS","","","IC","Invest Cont","900","","","","22800    LOCKNESS                     AV","","33.819","-118.3067"
"230805656","02/07/2023 12:00:00 AM","02/06/2023 12:00:00 AM","0920","08","West LA","0835","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0447 1310 0329","40","F","W","101","STREET","","","IC","Invest Cont","740","","","","SANTA MONICA                 BL","WESTWOOD                     BL","34.0497","-118.4368"
"230104646","01/10/2023 12:00:00 AM","01/10/2023 12:00:00 AM","1230","01","Central","0111","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","1814 2000 0913 0444 0400 2033","30","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","500 N  HILL                         ST","","34.0582","-118.242"
"231206836","02/14/2023 12:00:00 AM","02/14/2023 12:00:00 AM","2000","12","77th Street","1207","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1822 1258","12","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","956","","","","4600 S  VERMONT                      AV","","34.0016","-118.2915"
"231005826","02/16/2023 12:00:00 AM","02/15/2023 12:00:00 AM","1400","10","West Valley","1067","1","510","VEHICLE - STOLEN","","0","","","108","PARKING LOT","","","IC","Invest Cont","510","","","","5400    WHITE OAK                    AV","","34.1693","-118.5184"
"231906038","02/16/2023 12:00:00 AM","01/31/2023 12:00:00 AM","1915","19","Mission","1906","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","0443","35","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","511","VERBAL THREAT","IC","Invest Cont","930","","","","13500    RAVEN                        ST","","34.3161","-118.4287"
"231106280","03/02/2023 12:00:00 AM","03/01/2023 12:00:00 AM","1000","11","Northeast","1151","2","662","BUNCO, GRAND THEFT","0701","44","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","662","","","","1600 N  MARIPOSA                     AV","","34.1001","-118.2994"
"231306435","02/16/2023 12:00:00 AM","02/02/2023 12:00:00 AM","1123","13","Newton","1383","2","354","THEFT OF IDENTITY","0100","26","F","H","750","CYBERSPACE","","","IC","Invest Cont","354","","","","200 W  GAGE                         AV","","33.9858","-118.2739"
"230107170","02/17/2023 12:00:00 AM","02/17/2023 12:00:00 AM","0715","01","Central","0162","1","761","BRANDISH WEAPON","0334 1402 1822 0400 0416 2033","48","M","H","401","MINI-MART","304","CLUB/BAT","IC","Invest Cont","761","998","","","800 W  7TH                          ST","","34.0487","-118.2588"
"231705459","02/07/2023 12:00:00 AM","02/07/2023 12:00:00 AM","0420","17","Devonshire","1761","1","310","BURGLARY","0344 2004","39","F","A","203","OTHER BUSINESS","","","AO","Adult Other","310","","","","9100    JORDAN                       AV","","34.2354","-118.6039"
"231404190","01/08/2023 12:00:00 AM","01/04/2023 12:00:00 AM","1800","14","Pacific","1475","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","","0","","","101","STREET","","","IC","Invest Cont","420","","","","8100    WESTLAWN                     AV","","33.9659","-118.4086"
"230805182","01/28/2023 12:00:00 AM","01/27/2023 12:00:00 AM","2335","08","West LA","0853","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","0329 1300","24","M","W","101","STREET","","","IC","Invest Cont","745","","","","1700    BELOIT                       AV","","34.0466","-118.4471"
"230306534","02/18/2023 12:00:00 AM","02/18/2023 12:00:00 AM","1355","03","Southwest","0355","1","210","ROBBERY","1309 0432 1237 0344 1822 0308 0449","25","M","H","101","STREET","102","HAND GUN","IC","Invest Cont","210","","","","WESTERN                      AV","35TH                         PL","34.0237","-118.3089"
"231105930","02/20/2023 12:00:00 AM","02/18/2023 12:00:00 AM","1815","11","Northeast","1171","1","330","BURGLARY FROM VEHICLE","1302 1307 0344 0321","32","F","W","503","HOTEL","","","IC","Invest Cont","330","","","","3400    EFFIE                        ST","","34.0916","-118.2733"
"230706585","02/28/2023 12:00:00 AM","02/28/2023 12:00:00 AM","0945","07","Wilshire","0726","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 0417","0","X","X","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","740","","","","DETROIT","BEVERLY","34.0762","-118.3452"
"230904992","01/28/2023 12:00:00 AM","01/28/2023 12:00:00 AM","0400","09","Van Nuys","0901","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","0913 1813 1218 2000 0408 2004","40","F","B","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","236","","","","15400    VALERIO                      ST","","34.2048","-118.4687"
"230306374","02/15/2023 12:00:00 AM","02/15/2023 12:00:00 AM","1300","03","Southwest","0374","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","1822 0344","46","F","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","440","","","","3800    ARLINGTON                    AV","","34.0183","-118.3182"
"230606179","02/21/2023 12:00:00 AM","02/21/2023 12:00:00 AM","0330","06","Hollywood","0615","2","901","VIOLATION OF RESTRAINING ORDER","0913 2038","64","M","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","901","","","","3300    BARHAM                       BL","","34.1309","-118.3452"
"230404577","01/18/2023 12:00:00 AM","01/18/2023 12:00:00 AM","0800","04","Hollenbeck","0465","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","400 S  BERNAL                       AV","","34.0345","-118.198"
"231605398","02/12/2023 12:00:00 AM","01/07/2023 12:00:00 AM","1700","16","Foothill","1602","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1914 0419 1913 1813","37","F","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","12600    FILMORE                      ST","","34.2819","-118.4076"
"231306090","02/10/2023 12:00:00 AM","02/10/2023 12:00:00 AM","0200","13","Newton","1347","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","0913 0431 1309 1813 0344 2000 0400","23","M","H","501","SINGLE FAMILY DWELLING","512","MACE/PEPPER SPRAY","IC","Invest Cont","236","","","","1600 E  43RD                         ST","","34.0056","-118.2454"
"230506275","03/02/2023 12:00:00 AM","02/25/2023 12:00:00 AM","1030","05","Harbor","0514","1","310","BURGLARY","0344 1602 0321","32","M","H","221","PUBLIC STORAGE","","","IC","Invest Cont","310","","","","1200 W  PACIFIC COAST                HY","","33.7904","-118.2777"
"230505272","02/04/2023 12:00:00 AM","02/04/2023 12:00:00 AM","0010","05","Harbor","0564","2","900","VIOLATION OF COURT ORDER","2004 2038 0913","27","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","900","","","","2ND","BEACON","33.7424","-118.2805"
"231906027","02/15/2023 12:00:00 AM","02/14/2023 12:00:00 AM","2000","19","Mission","1924","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0385","25","M","H","101","STREET","","","IC","Invest Cont","331","","","","14900    ASTORIA                      ST","","34.2963","-118.4555"
"232006624","03/03/2023 12:00:00 AM","03/03/2023 12:00:00 AM","1500","20","Olympic","2073","2","624","BATTERY - SIMPLE ASSAULT","0913 0416 0419 0429","44","F","K","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","2900 W  14TH                         ST","","34.0463","-118.3067"
"231906402","02/27/2023 12:00:00 AM","02/26/2023 12:00:00 AM","2010","19","Mission","1924","2","437","RESISTING ARREST","0400","29","M","H","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","437","","","","15100    POLK                         ST","","34.2972","-118.4614"
"230207014","03/02/2023 12:00:00 AM","03/02/2023 12:00:00 AM","0100","02","Rampart","0239","1","330","BURGLARY FROM VEHICLE","1822 0329 1302 0344","27","M","C","123","PARKING UNDERGROUND/BUILDING","","","IC","Invest Cont","330","","","","100 N  BEAUDRY                      AV","","34.0591","-118.2542"
"230205438","01/18/2023 12:00:00 AM","01/17/2023 12:00:00 AM","1750","02","Rampart","0205","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","1822 0325 0352 0344","0","X","X","404","DEPARTMENT STORE","","","IC","Invest Cont","442","","","","600 N  DILLON                       ST","","34.0786","-118.2788"
"231105175","01/28/2023 12:00:00 AM","01/27/2023 12:00:00 AM","0230","11","Northeast","1118","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1300 1822 0344 0385 0329","39","M","H","108","PARKING LOT","","","IC","Invest Cont","331","","","","100 N  AVE 56","","34.114","-118.1949"
"231006195","02/26/2023 12:00:00 AM","02/26/2023 12:00:00 AM","0422","10","West Valley","1011","1","310","BURGLARY","0344 1606 1822 0329","0","M","O","248","CELL PHONE STORE","","","IC","Invest Cont","310","","","","7500    TAMPA                        AV","","34.2066","-118.5535"
"232104008","01/01/2023 12:00:00 AM","01/01/2023 12:00:00 AM","0606","21","Topanga","2197","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1606 0344","42","M","W","104","DRIVEWAY","","","IC","Invest Cont","420","","","","5000    OAKDALE                      AV","","34.162","-118.5662"
"230306504","02/17/2023 12:00:00 AM","02/10/2023 12:00:00 AM","1600","03","Southwest","0358","1","310","BURGLARY","0344 0352 1601 1822","21","M","W","702","OFFICE BUILDING/OFFICE","","","IC","Invest Cont","310","","","","3500    WATT                         WY","","34.0223","-118.2865"
"230306997","02/27/2023 12:00:00 AM","02/01/2023 12:00:00 AM","1730","03","Southwest","0395","2","354","THEFT OF IDENTITY","0100 0929 0930 1822 0344","26","M","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","1600 W  VERNON                       AV","","34.0073","-118.3108"
"230700506","01/02/2023 12:00:00 AM","01/02/2023 12:00:00 AM","1016","07","Wilshire","0723","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","0400 0416 1218 2004 1402 0913","20","M","H","102","SIDEWALK","500","UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other","236","998","","","3RD                          ST","KILKEA                       DR","34.0724","-118.3669"
"231906237","02/22/2023 12:00:00 AM","02/19/2023 12:00:00 AM","0200","19","Mission","1994","2","624","BATTERY - SIMPLE ASSAULT","1822 1206 0416","40","M","H","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","14500    LANARK                       ST","","34.2184","-118.4547"
"231005283","02/02/2023 12:00:00 AM","02/02/2023 12:00:00 AM","2100","10","West Valley","1019","1","236","INTIMATE PARTNER - AGGRAVATED ASSAULT","2000 0913 1813 0400 0408 2002 0444 1414","26","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest","236","","","","7400    HASKELL                      AV","","34.2048","-118.4749"
